
C0 = 0.4995   Ce = 0.4933   Ci = 0.5   C6 = -3.6319444444444444444444444E-4   C5 = 4.4324074074074074074E-3   C4 = -2.02606481481481481481E-2   C3 = 4.10768518518518518519E-2   C2 = -3.10854166666666666667E-2   zi = 3.0   ze = 1.0   J = 6995968
     t M                     N                     C                     k                 R
   382 8.91756007059884E+82  4.50348991740207E+82  4.962220103839076E-1  5.94151536458523  3.8971E+1          64
   383 1.47025709711424E+83  7.39707074529402E+82  4.962108230477518E-1  5.96394853017967  3.9062E+1          65
   384 2.42404414941008E+83  1.21496982806402E+83  4.961996453318157E-1  5.98653334418148  3.9154E+1          64
   385 3.9965731502486E+83   1.9955672187046E+83   4.961884773609872E-1  6.00927082877776  3.9247E+1          65
   386 6.58923516272388E+83  3.27764852712825E+83  4.9617731925964E-1    6.03216201374823  3.9338E+1          64
   387 1.0863812170428E+84   5.38336165398638E+83  4.961661711516347E-1  6.0552079365228   3.943E+1           65
   388 1.79113982062757E+84  8.84178382998429E+83  4.96155033160319E-1   6.07840964223975  3.9521E+1          65
   389 2.95309032106669E+84  1.45218315127848E+84  4.961439054085296E-1  6.10176818380407  3.9613E+1          65
   390 4.86882282664132E+84  2.38505316169485E+84  4.961327880185923E-1  6.12528462194645  3.9706E+1          65
   391 8.02733175755387E+84  3.91714734078972E+84  4.961216811123233E-1  6.14896002528248  3.9797E+1          64
   392 1.32348326156457E+85  6.43334630141625E+84  4.961105848110299E-1  6.17279547037245  3.9888E+1          65
   393 2.18205500475709E+85  1.05657209128284E+85  4.960994992355117E-1  6.19679204178144  3.998E+1           65
   394 3.59760050018068E+85  1.73522792310169E+85  4.960884245060612E-1  6.22095083213988  4.0071E+1          65
   395 5.9314404681293E+85   2.84976542388155E+85  4.96077360742465E-1   6.24527294220454  4.0163E+1          65
   396 9.77929206569632E+85  4.68011899325208E+85  4.960663080640042E-1  6.26975948091997  4.0254E+1          65
   397 1.61233268411025E+86  7.68599114304806E+85  4.960552665894561E-1  6.29441156548031  4.0347E+1          64
   398 2.6582871917376E+86   1.26222875882276E+86  4.960442364370943E-1  6.3192303213916   4.0438E+1          66
   399 4.38277463664749E+86  2.07286717432559E+86  4.960332177246901E-1  6.34421688253449  4.0529E+1          65
   400 7.22597376812575E+86  3.40408263525159E+86  4.960222105695132E-1  6.36937239122742  4.0621E+1          65
   401 1.191361665303E+87    5.59015610995257E+86  4.960112150883328E-1  6.39469799829019  4.0712E+1          65
   402 1.9642233186818E+87   9.18000684472922E+86  4.96000231397418E-1   6.42019486310808  4.0803E+1          65
   403 3.23845676591587E+87  1.50749994881137E+87  4.959892596125397E-1  6.44586415369628  4.0894E+1          65
   404 5.33931255420825E+87  2.47552230883683E+87  4.959782998489701E-1  6.4717070467649   4.0987E+1          65
   405 8.80303817903937E+87  4.06510366788737E+87  4.95967352221485E-1   6.49772472778439  4.1078E+1          65
   406 1.45137562925675E+88  6.67531330763488E+87  4.959564168443637E-1  6.52391839105134  4.1169E+1          65
   407 2.39291387173139E+88  1.0961422971107E+88   4.959454938313904E-1  6.55028923975492  4.126E+1           66
   408 3.94524799927694E+88  1.79993771468459E+88  4.959345832958549E-1  6.57683848604361  4.1351E+1          65
   409 6.50461429459502E+88  2.95558382887009E+88  4.959236853505535E-1  6.60356735109249  4.1443E+1          65
   410 1.07242959451989E+89  4.85315716741353E+88  4.959128001077902E-1  6.63047706517097  4.1534E+1          66
   411 1.76813748381326E+89  7.96894272346246E+88  4.95901927679377E-1   6.65756886771104  4.1626E+1          65
   412 2.91516587908512E+89  1.30849580732631E+89  4.958910681766354E-1  6.68484400737591  4.1717E+1          65
   413 4.80629599246688E+89  2.14851926298083E+89  4.958802217103969E-1  6.71230374212924  4.1808E+1          66
   414 7.92424243606093E+89  3.52777972719213E+89  4.95869388391004E-1   6.73994933930474  4.1899E+1          65
   415 1.30648670585183E+90  5.79240562086146E+89  4.958585683283115E-1  6.76778207567637  4.199E+1           65
   416 2.15403242182485E+90  9.51068452138198E+89  4.958477616316864E-1  6.79580323752891  4.2081E+1          64
   417 3.55139907164034E+90  1.56156438345814E+90  4.958369684100098E-1  6.82401412072917  4.2172E+1          66
   418 5.8552671901581E+90   2.5639132642945E+90   4.958261887716773E-1  6.85241603079752  4.2263E+1          65
   419 9.65370356204625E+90  4.20961215299902E+90  4.958154228246E-1     6.88101028298009  4.2354E+1          65
   420 1.59162664037792E+91  6.91156134473258E+90  4.958046706762056E-1  6.90979820232134  4.2446E+1          66
   421 2.62414869700407E+91  1.13476408663444E+91  4.957939324334384E-1  6.93878112373724  4.2537E+1          66
   422 4.32648977423063E+91  1.86307499683142E+91  4.957832082027616E-1  6.96796039208887  4.2628E+1          66
   423 7.13317571824064E+91  3.05879546489463E+91  4.95772498090157E-1   6.9973373622566   4.2718E+1          65
   424 1.1760618534305E+92   5.02187489320377E+91  4.957618022011266E-1  7.02691339921472  4.2809E+1          66
   425 1.93899819340988E+92  8.24473494747105E+91  4.95751120640693E-1   7.05668987810667  4.29E+1            65
   426 3.19686756532399E+92  1.35357670518799E+92  4.957404535134004E-1  7.08666818432075  4.2991E+1          66
   427 5.270743554561E+92    2.22220650723104E+92  4.95729800923316E-1   7.11684971356631  4.3082E+1          66
   428 8.68998701081032E+92  3.64822264629168E+92  4.9571916297403E-1    7.14723587195054  4.3173E+1          66
   429 1.43273664268308E+93  5.98926649604652E+92  4.957085397686574E-1  7.17782807605578  4.3263E+1          65
   430 2.36218337810308E+93  9.83244056495615E+92  4.95697931409838E-1   7.20862775301732  4.3354E+1          66
   431 3.89458198077284E+93  1.61415196016999E+93  4.95687337999738E-1   7.23963634060179  4.3446E+1          66
   432 6.42108015218561E+93  2.64985986987624E+93  4.956767596400505E-1  7.27085528728606  4.3536E+1          66
   433 1.05865714277788E+94  4.35007562709472E+93  4.956661964319965E-1  7.30228605233669  4.3627E+1          66
