
C0 = 0.4995   Ce = 0.4933   Ci = 0.5   C6 = -3.6319444444444444444444444E-4   C5 = 4.4324074074074074074E-3   C4 = -2.02606481481481481481E-2   C3 = 4.10768518518518518519E-2   C2 = -3.10854166666666666667E-2   zi = 3.0   ze = 1.0   J = 874496
     t M                     N                     C                     k                 R
   517 1.8412958400953E+112  5.3656975048028E+111  4.948423281202962E-1  1.03098046176E+1  5.1185E+1           9
   518 3.0357836172167E+112  8.8020426651408E+111  4.948333747280682E-1  1.03619235644E+1  5.1274E+1           9
   519 5.0051610229482E+112  1.4438991737173E+112  4.94824443521217E-1   1.04143991605E+1  5.1363E+1           9
   520 8.2521154418139E+112  2.3685709071593E+112  4.948155345631844E-1  1.04672339207E+1  5.1452E+1           8
   521 1.3605438257192E+113  3.885366999852E+112   4.948066479170144E-1  1.05204303782E+1  5.1542E+1           9
   522 2.2431575451829E+113  6.3734392031662E+112  4.947977836453552E-1  1.05739910843E+1  5.1631E+1           9
   523 3.6983415582745E+113  1.0454705434366E+113  4.947889418104588E-1  1.06279186087E+1  5.172E+1            9
   524 6.0975343934415E+113  1.7149281037328E+113  4.947801224741828E-1  1.068221554E+1    5.1809E+1           9
   525 1.0053134653293E+114  2.8130419386814E+113  4.947713256979907E-1  1.07368844852E+1  5.1899E+1           9
   526 1.6574816940096E+114  4.6142665557155E+113  4.947625515429528E-1  1.07919280703E+1  5.1988E+1           8
   527 2.7327253247097E+114  7.5687706225005E+113  4.94753800069747E-1   1.08473489402E+1  5.2077E+1           9
   528 4.5055023698298E+114  1.2414928162058E+114  4.947450713386599E-1  1.09031497589E+1  5.2166E+1           9
   529 7.4283175923282E+114  2.0363821908633E+114  4.947363654095872E-1  1.09593332096E+1  5.2254E+1           9
   530 1.2247225219988E+115  3.3401855420995E+114  4.947276823420346E-1  1.1015901995E+1   5.2344E+1           9
   531 2.0192260727249E+115  5.4787076374726E+114  4.94719022195119E-1   1.10728588372E+1  5.2433E+1           9
   532 3.3291409764537E+115  8.986320452843E+114   4.947103850275689E-1  1.11302064778E+1  5.2522E+1           9
   533 5.4888255410387E+115  1.4739472105113E+115  4.947017708977253E-1  1.11879476783E+1  5.2611E+1           9
   534 9.0495434206726E+115  2.417565334555E+115   4.946931798635426E-1  1.124608522E+1    5.27E+1             9
   535 1.4920174727787E+116  3.9652519015766E+115  4.946846119825894E-1  1.13046219044E+1  5.2789E+1           9
   536 2.4599209436266E+116  6.5036869208899E+115  4.946760673120492E-1  1.13635605529E+1  5.2878E+1           9
   537 4.0557239839978E+116  1.0667060634045E+116  4.946675459087214E-1  1.14229040075E+1  5.2967E+1           8
   538 6.6867584005059E+116  1.7495493741158E+116  4.946590478290219E-1  1.14826551304E+1  5.3056E+1           9
   539 1.1024600806947E+117  2.8694849771085E+116  4.94650573128984E-1   1.15428168045E+1  5.3144E+1           9
   540 1.817649385139E+117   4.7062829085069E+116  4.946421218642596E-1  1.16033919332E+1  5.3233E+1           9
   541 2.9967972039538E+117  7.7187760085727E+116  4.946336940901189E-1  1.16643834412E+1  5.3322E+1           9
   542 4.9408832941334E+117  1.265946025115E+117   4.946252898614526E-1  1.17257942737E+1  5.3411E+1           9
   543 8.1461393830846E+117  2.076243539728E+117   4.946169092327717E-1  1.17876273973E+1  5.35E+1             9
   544 1.343071327498E+118   3.4051618769406E+117  4.946085522582087E-1  1.18498857999E+1  5.3589E+1           9
   545 2.2143502657133E+118  5.5846197122647E+117  4.946002189915185E-1  1.19125724908E+1  5.3678E+1           9
   546 3.650846383862E+118   9.158953026941E+117   4.945919094860788E-1  1.19756905007E+1  5.3767E+1           9
   547 6.019228089132E+118   1.5020848058598E+118  4.945836237948914E-1  1.20392428823E+1  5.3856E+1           9
   548 9.9240293837477E+118  2.4634257657456E+118  4.945753619705827E-1  1.21032327099E+1  5.3944E+1          10
   549 1.6361958336038E+119  4.0399958722964E+118  4.945671240654044E-1  1.216766308E+1    5.4033E+1           9
   550 2.6976308738935E+119  6.6255019945834E+118  4.945589101312347E-1  1.2232537111E+1   5.4121E+1           9
   551 4.4476414022856E+119  1.0865584484387E+119  4.945507202195789E-1  1.2297857944E+1   5.421E+1            9
   552 7.3329209843948E+119  1.7819021160583E+119  4.945425543815698E-1  1.23636287422E+1  5.4299E+1           9
   553 1.2089942803335E+120  2.9222075018644E+119  4.945344126679693E-1  1.24298526915E+1  5.4388E+1           9
   554 1.9932945861406E+120  4.7921977041916E+119  4.945262951291685E-1  1.24965330006E+1  5.4477E+1           9
   555 3.2863871829415E+120  7.858775460175E+119   4.94518201815189E-1   1.2563672901E+1   5.4566E+1           9
   556 5.4183364522719E+120  1.288758440536E+120   4.945101327756831E-1  1.26312756476E+1  5.4653E+1           9
   557 8.9333265606705E+120  2.1134144097336E+120  4.945020880599354E-1  1.2699344518E+1   5.4742E+1           9
   558 1.4728565518688E+121  3.465726727583E+120   4.944940677168628E-1  1.27678828135E+1  5.4831E+1           9
   559 2.4283299257561E+121  5.6832987706924E+120  4.944860717950159E-1  1.28368938588E+1  5.492E+1            9
   560 4.0036392008718E+121  9.3197269897782E+120  4.944781003425794E-1  1.29063810024E+1  5.5008E+1          10
   561 6.6008851106862E+121  1.5282782592614E+121  4.944701534073731E-1  1.29763476165E+1  5.5097E+1           9
   562 1.0883019687436E+122  2.5060990510125E+121  4.944622310368527E-1  1.30467970972E+1  5.5186E+1           9
   563 1.7943066048124E+122  4.1095152092925E+121  4.944543332781104E-1  1.3117732865E+1   5.5273E+1           9
   564 2.9583114655119E+122  6.7387528099807E+121  4.94446460177876E-1   1.31891583647E+1  5.5362E+1           9
   565 4.8774310385456E+122  1.1050070382755E+122  4.944386117825172E-1  1.32610770654E+1  5.5451E+1           9
   566 8.0415242996232E+122  1.8119539570985E+122  4.944307881380412E-1  1.33334924607E+1  5.554E+1           10
   567 1.325823216164E+123   2.9711588895233E+122  4.944229892900945E-1  1.34064080695E+1  5.5628E+1           9
   568 2.1859129376778E+123  4.8719319509505E+122  4.944152152839645E-1  1.3479827435E+1   5.5717E+1           9
   569 3.6039611562479E+123  7.9886460143883E+122  4.944074661645799E-1  1.35537541263E+1  5.5804E+1           9
   570 5.941927417083E+123   1.3099109718659E+123  4.943997419765114E-1  1.36281917369E+1  5.5893E+1           9
   571 9.796582121501E+123   2.147865248491E+123   4.94392042763973E-1   1.37031438865E+1  5.5982E+1           9
   572 1.6151833323879E+124  3.5218344961296E+123  4.943843685708222E-1  1.377861422E+1    5.607E+1           10
   573 2.6629871161883E+124  5.7746747155977E+123  4.943767194405609E-1  1.38546064083E+1  5.6159E+1           9
   574 4.39052350206E+124    9.4685350293299E+123  4.943690954163367E-1  1.3931124148E+1   5.6247E+1           9
   575 7.2387494873552E+124  1.5525112201554E+124  4.943614965409429E-1  1.40081711622E+1  5.6336E+1           9
   576 1.1934680253072E+125  2.5455604139582E+124  4.943539228568199E-1  1.40857511999E+1  5.6423E+1           9
   577 1.9676961192245E+125  4.1737726072003E+124  4.943463744060558E-1  1.41638680368E+1  5.6512E+1           9
   578 3.2441824460395E+125  6.8433836188112E+124  4.94338851230387E-1   1.4242525475E+1   5.66E+1            10
   579 5.3487526048173E+125  1.1220435769463E+125  4.943313533711992E-1  1.43217273439E+1  5.6689E+1           9
   580 8.818602191275E+125   1.8396928047789E+125  4.94323880869528E-1   1.44014774994E+1  5.6777E+1           9
   581 1.4539417010598E+126  3.016321670595E+125   4.943164337660602E-1  1.44817798247E+1  5.6866E+1           9
   582 2.3971446088952E+126  4.9454608537209E+125  4.943090121011336E-1  1.45626382304E+1  5.6953E+1          10
   583 3.9522233056296E+126  8.1083532978883E+125  4.943016159147388E-1  1.46440566545E+1  5.7042E+1           9
   584 6.5161146305483E+126  1.3293990083285E+126  4.942942452465192E-1  1.47260390628E+1  5.713E+1            9
   585 1.0743256793705E+127  2.1795901690948E+126  4.942869001357723E-1  1.48085894489E+1  5.7218E+1           9
   586 1.7712635992376E+127  3.5734782604317E+126  4.942795806214504E-1  1.48917118346E+1  5.7307E+1          10
   587 2.9203199720798E+127  5.8587406522086E+126  4.94272286742161E-1   1.49754102695E+1  5.7394E+1           9
   588 4.8147936552185E+127  9.6053731096315E+126  4.94265018536168E-1   1.50596888322E+1  5.7483E+1           9
   589 7.9382527133907E+127  1.5747842127303E+127  4.942577760413922E-1  1.51445516293E+1  5.7571E+1           9
   590 1.308796610076E+128   2.5818126488052E+127  4.942505592954124E-1  1.52300027967E+1  5.7659E+1           9
   591 2.1578408100526E+128  4.2327758036509E+127  4.942433683354657E-1  1.53160464988E+1  5.7748E+1          10
   592 3.5576780423184E+128  6.9394122561616E+127  4.942362031984488E-1  1.54026869295E+1  5.7836E+1           9
   593 5.8656194626732E+128  1.1376718284564E+128  4.942290639209183E-1  1.54899283118E+1  5.7923E+1           9
   594 9.670771573942E+128   1.865126200205E+128   4.942219505390917E-1  1.55777748983E+1  5.8012E+1           9
   595 1.594440679804E+129   3.0577104431836E+128  4.942148630888484E-1  1.56662309713E+1  5.81E+1            10
   596 2.6287882636625E+129  5.012811990183E+128   4.9420780160573E-1    1.57553008429E+1  5.8188E+1           9
   597 4.3341391264672E+129  8.2179484668566E+128  4.942007661249412E-1  1.58449888555E+1  5.8276E+1           9
   598 7.1457873679801E+129  1.3472319059942E+129  4.94193756681351E-1   1.59352993814E+1  5.8364E+1           9
   599 1.1781411629489E+130  2.2086060908136E+129  4.941867733094928E-1  1.60262368237E+1  5.8452E+1           9
   600 1.9424263952413E+130  3.620688335651E+129   4.941798160435658E-1  1.61178056161E+1  5.854E+1           10
   601 3.2025197146036E+130  5.935550481881E+129   4.941728849174351E-1  1.6210010223E+1   5.8628E+1           9
   602 5.2800623733035E+130  9.7303364480991E+129  4.941659799646333E-1  1.63028551398E+1  5.8716E+1           9
   603 8.7053511454889E+130  1.5951139638404E+130  4.941591012183604E-1  1.63963448935E+1  5.8804E+1           9
   604 1.4352697602481E+131  2.6148849981756E+130  4.941522487114852E-1  1.6490484042E+1   5.8892E+1          10
   605 2.3663597829138E+131  4.286575706481E+130   4.941454224765457E-1  1.65852771754E+1  5.898E+1            9
   606 3.9014677082193E+131  7.0269270167869E+130  4.941386225457502E-1  1.6680728915E+1   5.9068E+1           9
   607 6.4324327974908E+131  1.1519070560438E+131  4.941318489509775E-1  1.67768439148E+1  5.9156E+1           9
   608 1.0605288775572E+132  1.8882804503593E+131  4.941251017237785E-1  1.68736268605E+1  5.9243E+1          10
   609 1.7485165186203E+132  3.0953704278907E+131  4.94118380895376E-1   1.69710824703E+1  5.9332E+1           9
   610 2.8828163764198E+132  5.0740629051122E+131  4.941116864966663E-1  1.70692154954E+1  5.942E+1            9
   611 4.752960679326E+132   8.3175642040734E+131  4.941050185582195E-1  1.71680307193E+1  5.9508E+1           9
   612 7.8363073708062E+132  1.3634323219924E+132  4.940983771102803E-1  1.7267532959E+1   5.9596E+1          10
   613 1.2919886645992E+133  2.2349516321727E+132  4.940917621827689E-1  1.73677270644E+1  5.9683E+1           9
   614 2.1301291928282E+133  3.663530434655E+132   4.940851738052817E-1  1.7468617919E+1   5.9771E+1           9
   615 3.5119893095552E+133  6.005215846004E+132   4.940786120070919E-1  1.757021044E+1    5.9859E+1           9
   616 5.790291477135E+133   9.8436144403837E+132  4.940720768171507E-1  1.76725095783E+1  5.9947E+1           9
   617 9.5465767219063E+133  1.6135325604964E+133  4.940655682640875E-1  1.7775520319E+1   6.0034E+1          10
   618 1.5739644103778E+134  2.6448317549546E+133  4.940590863762109E-1  1.78792476814E+1  6.0122E+1           9
   619 2.5950286027148E+134  4.3352640743154E+133  4.940526311815097E-1  1.79836967193E+1  6.021E+1            9
   620 4.2784788553711E+134  7.1060828086076E+133  4.940462027076531E-1  1.80888725213E+1  6.0298E+1           9
   621 7.0540190950911E+134  1.1647753844793E+134  4.940398009819921E-1  1.81947802107E+1  6.0386E+1          10
   622 1.1630111326002E+135  1.9091995712052E+134  4.940334260315598E-1  1.83014249461E+1  6.0473E+1           9
   623 1.9174811923789E+135  3.1293757166875E+134  4.940270778830723E-1  1.84088119214E+1  6.0561E+1           9
   624 3.1613920280426E+135  5.1293382098463E+134  4.940207565629293E-1  1.85169463659E+1  6.0649E+1           9
   625 5.2122542816556E+135  8.4074099158906E+134  4.940144620972151E-1  1.86258335449E+1  6.0737E+1          10
   626 8.5935545024634E+135  1.3780354193929E+135  4.940081945116994E-1  1.87354787596E+1  6.0824E+1           9
   627 1.4168376099132E+136  2.258685795021E+135   4.940019538318375E-1  1.88458873473E+1  6.0911E+1           9
   628 2.3359703045919E+136  3.7021034907019E+135  4.939957400827719E-1  1.89570646818E+1  6.0999E+1           9
   629 3.8513639289045E+136  6.0679025243739E+135  4.939895532893322E-1  1.90690161736E+1  6.1087E+1          10
   630 6.349825630792E+136   9.9454847041895E+135  4.939833934760365E-1  1.918174727E+1    6.1174E+1           9
   631 1.0469092582724E+137  1.6300864651022E+136  4.939772606670916E-1  1.92952634554E+1  6.1262E+1           9
   632 1.7260615626066E+137  2.6717306345188E+136  4.939711548863944E-1  1.94095702515E+1  6.135E+1           10
   633 2.8457944128073E+137  4.3789708265545E+136  4.939650761575319E-1  1.95246732174E+1  6.1438E+1           9
   634 4.691921780435E+137   7.177096708267E+136   4.939590245037825E-1  1.96405779503E+1  6.1524E+1           9
   635 7.7356712398644E+137  1.1763130659179E+137  4.939529999481167E-1  1.97572900849E+1  6.1612E+1           9
   636 1.2753965716308E+138  1.927944075255E+137   4.939470025131975E-1  1.98748152945E+1  6.17E+1            10
   637 2.1027734562257E+138  3.1598272710277E+137  4.939410322213813E-1  1.99931592908E+1  6.1788E+1           9
   638 3.4668873247429E+138  5.1788062775889E+137  4.93935089094719E-1   2.01123278239E+1  6.1875E+1           9
   639 5.7159308754243E+138  8.4877662779748E+137  4.93929173154956E-1   2.0232326683E+1   6.1962E+1          10
   640 9.4239768161636E+138  1.3910879671823E+138  4.939232844235338E-1  2.03531616964E+1  6.205E+1            9
   641 1.5537511031394E+139  2.2798864796644E+138  4.939174229215901E-1  2.04748387317E+1  6.2138E+1           9
   642 2.5617024931197E+139  3.7365372081596E+138  4.939115886699598E-1  2.05973636961E+1  6.2225E+1           9
   643 4.223533389612E+139   6.123826395871E+138   4.939057816891756E-1  2.07207425367E+1  6.2312E+1          10
   644 6.9634293369655E+139  1.0036306418892E+139  4.93900001999469E-1   2.08449812406E+1  6.24E+1             9
   645 1.1480754064872E+140  1.6448354174308E+139  4.938942496207708E-1  2.0970085835E+1   6.2488E+1           9
   646 1.8928563430432E+140  2.6956809648654E+139  4.938885245727118E-1  2.1096062388E+1   6.2574E+1          10
   647 3.120792515155E+140   4.4178610606819E+139  4.938828268746239E-1  2.12229170081E+1  6.2662E+1           9
   648 5.1453170011777E+140  7.2402430464485E+139  4.938771565455403E-1  2.13506558451E+1  6.275E+1            9
   649 8.4831935843367E+140  1.1865656702246E+140  4.938715136041967E-1  2.14792850898E+1  6.2837E+1          10
   650 1.3986421705963E+141  1.9445896378846E+140  4.938658980690319E-1  2.16088109745E+1  6.2924E+1           9
   651 2.3059710967603E+141  3.1868507253724E+140  4.938603099581882E-1  2.17392397734E+1  6.3011E+1           9
   652 3.8019035968484E+141  5.2226756265597E+140  4.938547492895127E-1  2.18705778025E+1  6.3099E+1          10
   653 6.2682793292753E+141  8.5589792805101E+140  4.938492160805577E-1  2.200283142E+1    6.3187E+1           9
   654 1.0334645460866E+142  1.4026473600142E+141  4.938437103485813E-1  2.21360070266E+1  6.3273E+1           9
   655 1.7038949796474E+142  2.2986488714704E+141  4.938382321105486E-1  2.22701110657E+1  6.3361E+1          10
   656 2.8092478959839E+142  3.76698940741E+141    4.938327813831318E-1  2.24051500236E+1  6.3448E+1           9
   657 4.6316667607782E+142  6.1732490697216E+141  4.938273581827117E-1  2.25411304298E+1  6.3536E+1           9
   658 7.6363275072898E+142  1.0116513138181E+142  4.938219625253776E-1  2.26780588571E+1  6.3623E+1          10
   659 1.2590175591301E+143  1.6578512523438E+142  4.938165944269287E-1  2.28159419222E+1  6.371E+1            9
   660 2.0757690299228E+143  2.716801742098E+142   4.938112539028744E-1  2.29547862856E+1  6.3798E+1           9
   661 3.4223645526943E+143  4.4521318545347E+142  4.938059409684352E-1  2.30945986518E+1  6.3884E+1          10
   662 5.6425252341172E+143  7.295848149966E+142   4.938006556385436E-1  2.32353857701E+1  6.3972E+1           9
   663 9.3029513739512E+143  1.1955872205522E+143  4.937953979278444E-1  2.33771544342E+1  6.4059E+1           9
   664 1.5337973810522E+144  1.9592256763743E+143  4.937901678506957E-1  2.35199114828E+1  6.4147E+1          10
   665 2.528804367085E+144   3.2105940516877E+143  4.937849654211697E-1  2.36636637998E+1  6.4233E+1           9
   666 4.1692935494524E+144  5.2611910818353E+143  4.937797906530534E-1  2.38084183144E+1  6.432E+1            9
   667 6.8740029587749E+144  8.6214539213808E+143  4.937746435598488E-1  2.39541820017E+1  6.4408E+1          10
   668 1.1333314892988E+145  1.4127805820108E+144  4.937695241547746E-1  2.41009618827E+1  6.4494E+1           9
   669 1.8685477331612E+145  2.3150837386249E+144  4.93764432450766E-1   2.42487650243E+1  6.4582E+1           9
   670 3.0807143929813E+145  3.7936432287841E+144  4.937593684604759E-1  2.43975985403E+1  6.4669E+1          10
   671 5.0792393486603E+145  6.2164732933059E+144  4.937543321962757E-1  2.45474695909E+1  6.4757E+1           9
   672 8.3742499531134E+145  1.0186605248857E+145  4.937493236702555E-1  2.46983853835E+1  6.4843E+1          10
   673 1.3806804023858E+146  1.6692166615368E+145  4.937443428942254E-1  2.48503531725E+1  6.493E+1            9
   674 2.2763571474522E+146  2.7352295974672E+145  4.93739389879716E-1   2.500338026E+1    6.5018E+1           9
   675 3.7530784487147E+146  4.4820089289923E+145  4.937344646379788E-1  2.51574739958E+1  6.5104E+1          10
   676 6.1877802690022E+146  7.3442848638506E+145  4.937295671799876E-1  2.53126417776E+1  6.5192E+1           9
   677 1.0201924947922E+147  1.2034392942897E+146  4.937246975164387E-1  2.54688910515E+1  6.5279E+1           9
   678 1.6820130663726E+147  1.9719538745252E+146  4.937198556577514E-1  2.56262293122E+1  6.5366E+1          10
   679 2.773170720124E+147   3.231225138542E+146   4.937150416140696E-1  2.5784664103E+1   6.5452E+1           9
   680 4.5721855535513E+147  5.2946298034151E+146  4.937102553952617E-1  2.59442030166E+1  6.554E+1            9
   681 7.5382595757279E+147  8.6756476901942E+146  4.937054970109215E-1  2.61048536948E+1  6.5627E+1          10
   682 1.2428488906562E+148  1.4215631379294E+147  4.937007664703691E-1  2.6266623829E+1   6.5713E+1           9
   683 2.0491114022909E+148  2.3293156790804E+147  4.936960637826516E-1  2.64295211605E+1  6.5801E+1           9
   684 3.3784135549911E+148  3.8167042575938E+147  4.936913889565435E-1  2.6593553481E+1   6.5888E+1          10
   685 5.5700622893355E+148  6.2538382377607E+147  4.936867420005479E-1  2.67587286324E+1  6.5974E+1           9
   686 9.183480175552E+148   1.0247142240922E+148  4.936821229228968E-1  2.69250545072E+1  6.6061E+1           9
   687 1.5140999104486E+149  1.6790239262439E+148  4.936775317315518E-1  2.7092539049E+1   6.6149E+1          10
   688 2.4963287283217E+149  2.7511167198919E+148  4.936729684342052E-1  2.72611902526E+1  6.6236E+1           9
   689 4.1157502730438E+149  4.507743242703E+148   4.936684330382805E-1  2.74310161645E+1  6.6322E+1          10
   690 6.7857250200572E+149  7.3859669702001E+148  4.936639255509328E-1  2.76020248826E+1  6.6409E+1           9
   691 1.118776917769E+150   1.2101901084185E+149  4.9365944597905E-1    2.77742245571E+1  6.6496E+1           9
   692 1.8445513014941E+150  1.9828866838786E+149  4.936549943292534E-1  2.79476233905E+1  6.6583E+1          10
   693 3.041150965671E+150   3.2489293353715E+149  4.936505706078979E-1  2.8122229638E+1   6.667E+1            9
   694 5.014010284512E+150   5.3232972629207E+149  4.936461748210734E-1  2.82980516074E+1  6.6757E+1           9
   695 8.266705407584E+150   8.7220639774261E+149  4.936418069746052E-1  2.84750976599E+1  6.6843E+1          10
   696 1.3629493044096E+151  1.42907797357E+150    4.936374670740546E-1  2.865337621E+1    6.693E+1            9
   697 2.247123509066E+151   2.3414813523373E+150  4.936331551247197E-1  2.88328957262E+1  6.7017E+1          10
   698 3.7048803272874E+151  3.8363976283102E+150  4.936288711316363E-1  2.90136647306E+1  6.7104E+1           9
   699 6.1083150009972E+151  6.285714755924E+150   4.936246150995782E-1  2.91956917999E+1  6.7191E+1           9
   700 1.007090887028E+152   1.0298734942945E+151  4.936203870330581E-1  2.9378985565E+1   6.7278E+1          10
   701 1.6604121669715E+152  1.6873736459749E+151  4.936161869363286E-1  2.95635547121E+1  6.7364E+1           9
   702 2.7375568578151E+152  2.7646287747768E+151  4.936120148133823E-1  2.97494079822E+1  6.7451E+1          10
   703 4.5134682212308E+152  4.5296075852965E+151  4.93607870667953E-1   2.99365541716E+1  6.7538E+1           9
   704 7.4414510609723E+152  7.4213436119508E+151  4.93603754503516E-1   3.01250021328E+1  6.7624E+1          10
   705 1.2268878649099E+153  1.2159136068769E+152  4.935996663232894E-1  3.03147607736E+1  6.7711E+1           9
   706 2.0227961196408E+153  1.9921458301846E+152  4.93595606130234E-1   3.05058390587E+1  6.7798E+1           9
   707 3.3350269887415E+153  3.2639070085264E+152  4.935915739270545E-1  3.06982460088E+1  6.7884E+1          10
   708 5.4985299346971E+153  5.3475232447623E+152  4.935875697162003E-1  3.08919907018E+1  6.7971E+1           9
   709 9.0655432609166E+153  8.7612455320485E+152  4.935835934998658E-1  3.10870822726E+1  6.8058E+1          10
   710 1.4946554004725E+154  1.4354144054917E+153  4.935796452799913E-1  3.12835299134E+1  6.8144E+1           9
   711 2.4642701511259E+154  2.3517277286905E+153  4.935757250582637E-1  3.14813428741E+1  6.8231E+1          10
   712 4.0628946149127E+154  3.8529651609601E+153  4.935718328361173E-1  3.16805304629E+1  6.8318E+1          10
   713 6.6985807722195E+154  6.3125006989102E+153  4.93567968614734E-1   3.18811020457E+1  6.8404E+1           9
   714 1.1044092602661E+155  1.0342037862978E+154  4.935641323950449E-1  3.20830670475E+1  6.8491E+1          10
   715 1.8208630389589E+155  1.6943734860874E+154  4.9356032417773E-1    3.22864349519E+1  6.8578E+1           9
   716 3.0020956233633E+155  2.775942856193E+154   4.935565439632194E-1  3.24912153015E+1  6.8664E+1          10
   717 4.9496189109148E+155  4.547893229322E+154   4.935527917516941E-1  3.26974176986E+1  6.8751E+1           9
   718 8.1605419802849E+155  7.4508938194587E+154  4.935490675430864E-1  3.2905051805E+1   6.8838E+1          10
   719 1.3454459143337E+156  1.2206885658409E+155  4.935453713370807E-1  3.31141273428E+1  6.8924E+1           9
   720 2.2182652975386E+156  1.9998608509582E+155  4.935417031331142E-1  3.3324654094E+1   6.9011E+1          10
   721 3.6573011801078E+156  3.2763711510677E+155  4.935380629303776E-1  3.35366419016E+1  6.9097E+1           9
   722 6.0298702490004E+156  5.3676579399429E+155  4.935344507278157E-1  3.37501006691E+1  6.9183E+1          10
   723 9.9415753390888E+156  8.7937680783478E+155  4.935308665241282E-1  3.39650403615E+1  6.927E+1            9
   724 1.6390886725823E+157  1.4406670780126E+156  4.935273103177704E-1  3.41814710052E+1  6.9357E+1          10
   725 2.7024003590502E+157  2.3602103851279E+156  4.935237821069536E-1  3.43994026882E+1  6.9443E+1           9
   726 4.4555049539137E+157  3.8666625771153E+156  4.935202818896461E-1  3.46188455608E+1  6.953E+1            9
   727 7.3458857892272E+157  6.3346163682143E+156  4.93516809663574E-1   3.48398098356E+1  6.9617E+1          10
   728 1.2111318152833E+158  1.0377741759831E+157  4.935133654262212E-1  3.50623057877E+1  6.9702E+1           9
   729 1.9968187854792E+158  1.700136964446E+157   4.93509949174831E-1   3.52863437555E+1  6.9789E+1          10
   730 3.2921976053531E+158  2.7852455052817E+157  4.935065609064062E-1  3.55119341402E+1  6.9876E+1           9
   731 5.4279162192937E+158  4.562906694217E+157   4.935032006177096E-1  3.57390874069E+1  6.9962E+1          10
   732 8.9491209263278E+158  7.4751212263554E+157  4.934998683052654E-1  3.59678140845E+1  7.0049E+1           9
   733 1.4754606025304E+159  1.2245977309415E+158  4.934965639653592E-1  3.6198124766E+1   7.0134E+1          10
   734 2.432623279472E+159   2.0061676868638E+158  4.93493287594039E-1   3.64300301087E+1  7.0221E+1           9
   735 4.0107177444657E+159  3.2865450831865E+158  4.934900391871159E-1  3.66635408348E+1  7.0308E+1          10
   736 6.612555656075E+159   5.3840681922712E+158  4.934868187401646E-1  3.68986677317E+1  7.0394E+1           9
   737 1.0902261163859E+160  8.8202341888188E+158  4.934836262485242E-1  3.71354216517E+1  7.048E+1           10
   738 1.7974789879583E+160  1.444934963196E+159   4.934804617072988E-1  3.73738135133E+1  7.0567E+1           9
   739 2.9635418410834E+160  2.367091873325E+159   4.934773251113583E-1  3.76138543004E+1  7.0653E+1          10
   740 4.886054470004E+160   3.877756836703E+159   4.934742164553389E-1  3.78555550635E+1  7.0739E+1           9
   741 8.055741934495E+160   6.3525001701358E+159  4.93471135733644E-1   3.80989269195E+1  7.0826E+1          10
   742 1.3281673078673E+161  1.0406566552883E+160  4.934680829404445E-1  3.83439810522E+1  7.0912E+1           9
   743 2.1897776915293E+161  1.7047822946902E+160  4.9346505806968E-1    3.85907287125E+1  7.0999E+1          10
   744 3.610333058129E+161   2.7927308232467E+160  4.93462061115059E-1   3.88391812188E+1  7.1084E+1           9
   745 5.9524329072492E+161  4.5749666682365E+160  4.934590920700599E-1  3.9089349957E+1   7.1171E+1          10
   746 9.813902746597E+161   7.4945490490296E+160  4.934561509279311E-1  3.93412463815E+1  7.1257E+1           9
   747 1.6180390206897E+162  1.2277269984536E+161  4.934532376816927E-1  3.95948820147E+1  7.1343E+1          10
   748 2.6676953502339E+162  2.0112073464003E+161  4.934503523241361E-1  3.98502684477E+1  7.143E+1            9
   749 4.3982860676785E+162  3.2946602747533E+161  4.934474948478254E-1  4.01074173406E+1  7.1516E+1           9
   750 7.2515477944056E+162  5.3971339479565E+161  4.934446652450975E-1  4.03663404227E+1  7.1602E+1          10
   751 1.1955781094135E+163  8.8412674955828E+161  4.934418635080633E-1  4.0627049493E+1   7.1689E+1           9
   752 1.9711750597735E+163  1.448320417156E+162   4.934390896286082E-1  4.08895564201E+1  7.1774E+1          10
   753 3.2499182493221E+163  2.3725401812954E+162  4.934363435983924E-1  4.1153873143E+1   7.1861E+1           9
   754 5.3582093456939E+163  3.8865236304917E+162  4.93433625408852E-1   4.1420011671E+1   7.1947E+1          10
   755 8.8341937211098E+163  6.3666045288561E+162  4.934309350511995E-1  4.16879840843E+1  7.2033E+1           9
   756 1.4565123097479E+164  1.0429254661474E+163  4.934282725164247E-1  4.19578025339E+1  7.2119E+1          10
   757 2.401382826118E+164   1.7084313008191E+163  4.934256377952946E-1  4.22294792425E+1  7.2206E+1           9
   758 3.9592109445147E+164  2.7985987027059E+163  4.934230308783553E-1  4.25030265042E+1  7.2291E+1          10
   759 6.5276352994101E+164  4.5844011267304E+163  4.934204517559313E-1  4.27784566851E+1  7.2378E+1           9
   760 1.076225116551E+165   7.5097153917208E+163  4.934179004181274E-1  4.30557822238E+1  7.2463E+1           9
   761 1.7743952417194E+165  1.2301646504652E+164  4.934153768548283E-1  4.33350156312E+1  7.255E+1           10
   762 2.9254831776519E+165  2.015124660045E+164   4.934128810557001E-1  4.36161694911E+1  7.2636E+1           9
   763 4.8233063420701E+165  3.3009543160735E+164  4.934104130101905E-1  4.38992564607E+1  7.2722E+1          10
   764 7.9522877612739E+165  5.4072449506618E+164  4.934079727075294E-1  4.41842892703E+1  7.2808E+1           9
   765 1.311110598274E+166   8.8575073082069E+164  4.934055601367299E-1  4.44712807243E+1  7.2894E+1          10
